time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,quakeID,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-06T07:28:41.062Z,60.2776,-141.1001,0.9,1.9,ml,,,,0.45,ak,ak0201pb7yqz,2020-02-06T07:32:47.229Z,"77km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-06T07:27:14.080Z,17.8368,-66.877,11,2.23,md,10,257,0.1383,0.08,pr,pr2020037007,2020-02-06T09:43:48.794Z,"15km SSE of Guanica, Puerto Rico",earthquake,0.82,0.48,0.32,6,reviewed,pr,pr
2020-02-06T07:15:21.790Z,39.7186667,-110.8186667,-3.41,1.79,md,7,195,0.05988,0.16,uu,uu60359092,2020-02-06T17:14:25.990Z,"4km NE of Helper, Utah",earthquake,0.56,1.03,0.202,7,reviewed,uu,uu
2020-02-06T07:12:22.564Z,57.5745,-155.1274,73.8,1.6,ml,,,,0.19,ak,ak0201pb4hu8,2020-02-06T07:20:24.195Z,"68km W of Larsen Bay, Alaska",earthquake,,2.3,,,automatic,ak,ak
2020-02-06T07:10:54.535Z,-2.9405,139.0808,35,4.9,mb,,55,6.823,1.33,us,us70007jq8,2020-02-06T07:31:44.040Z,"170km WSW of Abepura, Indonesia",earthquake,4.4,2,0.066,72,reviewed,us,us
2020-02-06T07:06:41.790Z,62.1597,-149.6395,35.9,2.7,ml,,,,0.66,ak,ak0201pb3909,2020-02-06T08:18:18.040Z,"8km ESE of Y, Alaska",earthquake,,2.3,,,automatic,ak,ak
2020-02-06T07:03:03.190Z,19.4976673,-155.4609985,1.41,2.32,ml,43,57,0.03227,0.23,hv,hv71372072,2020-02-06T07:08:39.510Z,"24km WNW of Volcano, Hawaii",earthquake,0.38,1.69,2.49,13,automatic,hv,hv
2020-02-06T06:58:38.940Z,39.7256667,-110.8065,-3.49,1.65,md,9,101,0.04957,0.08,uu,uu60359087,2020-02-06T17:11:49.570Z,"6km NE of Helper, Utah",earthquake,0.45,0.81,0.27,9,reviewed,uu,uu
2020-02-06T06:57:17.330Z,19.2385006,-155.4230042,32.2,1.98,md,51,113,0.02412,0.13,hv,hv71372057,2020-02-06T07:00:30.420Z,"7km ENE of Pahala, Hawaii",earthquake,0.51,0.76,0.14,7,automatic,hv,hv
2020-02-06T06:56:01.465Z,60.2272,-141.0935,0,2.4,ml,,,,0.76,ak,ak0201pasg2x,2020-02-06T07:02:17.626Z,"76km ENE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-06T06:53:15.610Z,33.5965,-116.8036667,4.91,0.36,ml,13,80,0.03314,0.13,ci,ci39293552,2020-02-06T06:57:03.460Z,"13km WNW of Anza, CA",earthquake,0.34,0.78,0.105,7,automatic,ci,ci
2020-02-06T06:52:41.746Z,60.2072,-141.0562,12.6,1.4,ml,,,,0.47,ak,ak0201parocu,2020-02-06T06:56:45.119Z,"77km ENE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-06T06:46:51.840Z,35.6633333,-117.5211667,1.31,1.44,ml,19,87,0.09047,0.17,ci,ci39293536,2020-02-06T13:45:28.670Z,"15km ENE of Ridgecrest, CA",earthquake,0.29,0.5,0.141,23,reviewed,ci,ci
2020-02-06T06:32:03.970Z,19.4951667,-155.0398333,38.91,3.27,ml,73,78,0.06974,0.14,hv,hv71372032,2020-02-06T09:14:57.943Z,"3km SSE of Fern Acres, Hawaii",earthquake,0.4,0.41,0.189,39,reviewed,hv,hv
2020-02-06T06:29:27.211Z,60.1988,-141.0721,1.5,1.6,ml,,,,0.38,ak,ak0201pampri,2020-02-06T06:42:01.904Z,"76km ENE of Cape Yakataga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-06T06:22:56.284Z,58.0547,-153.3532,25,2.3,ml,,,,0.62,ak,ak0201pala12,2020-02-06T06:35:49.927Z,"55km NW of Kodiak Station, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-06T06:11:06.760Z,17.8895,-66.8906,14,3.08,md,12,240,0.0864,0.16,pr,pr2020037005,2020-02-06T14:14:02.425Z,"11km SSE of Guanica, Puerto Rico",earthquake,1,0.61,0.19,8,reviewed,pr,pr
2020-02-06T06:10:51.281Z,64.4194,-148.022,14.9,1.1,ml,,,,0.45,ak,ak0201paip0o,2020-02-06T06:15:24.005Z,"47km S of Ester, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-06T06:10:39.980Z,38.8398323,-122.8273315,1.89,0.57,md,11,100,0.006489,0.01,nc,nc73336171,2020-02-06T06:40:02.134Z,"9km WNW of Cobb, CA",earthquake,0.32,0.83,,1,automatic,nc,nc
2020-02-06T05:55:03.070Z,33.5833333,-116.8038333,5.3,0.73,ml,24,73,0.03474,0.11,ci,ci39293512,2020-02-06T13:45:24.790Z,"12km WNW of Anza, CA",earthquake,0.2,0.63,0.101,14,reviewed,ci,ci
2020-02-06T05:41:27.150Z,19.2193336,-155.3990021,32.65,1.84,md,47,155,0.01813,0.12,hv,hv71371952,2020-02-06T05:44:55.030Z,"8km E of Pahala, Hawaii",earthquake,0.63,0.88,0.2,4,automatic,hv,hv
2020-02-06T05:33:11.600Z,17.8843,-67.1396,6,2.7,md,12,256,0.1257,0.17,pr,pr2020037003,2020-02-06T13:35:44.097Z,"19km S of Pole Ojea, Puerto Rico",earthquake,0.76,0.52,0.22,11,reviewed,pr,pr
2020-02-06T05:29:39.300Z,35.869,-117.6521667,13.77,0.71,ml,7,109,0.06926,0.1,ci,ci39293496,2020-02-06T13:44:54.464Z,"24km ESE of Little Lake, CA",earthquake,0.46,0.74,0.158,5,reviewed,ci,ci
2020-02-06T05:12:35.000Z,17.8873,-66.9433,6,2.48,ml,12,234,0.1087,0.11,pr,pr2020037002,2020-02-06T13:15:09.238Z,"10km SSW of Guanica, Puerto Rico",earthquake,0.6,0.32,0,0,reviewed,pr,pr
2020-02-06T05:08:02.540Z,17.8266,-66.896,7,2.79,md,12,244,0.1494,0.09,pr,pr2020037004,2020-02-06T06:10:15.385Z,"16km S of Guanica, Puerto Rico",earthquake,0.61,1.05,0.32,6,reviewed,pr,pr
2020-02-06T04:59:08.232Z,60.9921,-141.2175,11.1,1.8,ml,,,,0.36,ak,ak0201p9m8jr,2020-02-06T05:09:31.966Z,"122km NNE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-06T04:56:11.270Z,35.896,-117.6908333,7.43,-0.07,ml,8,79,0.06132,0.07,ci,ci39293488,2020-02-06T15:38:55.475Z,"20km ESE of Little Lake, CA",earthquake,0.22,0.75,0.104,3,reviewed,ci,ci
2020-02-06T04:53:51.700Z,32.739,34.6699,10,4,mb,,138,1.621,0.39,us,us70007jnl,2020-02-06T16:03:06.933Z,"25km WNW of `Atlit, Israel",earthquake,5.7,2,0.298,3,reviewed,us,us
2020-02-06T04:39:27.720Z,38.8250008,-122.7959976,2.61,1.07,md,27,33,0.01111,0.02,nc,nc73336166,2020-02-06T05:47:03.835Z,"6km NNW of The Geysers, CA",earthquake,0.21,0.45,0.12,4,automatic,nc,nc
2020-02-06T04:22:07.720Z,19.2115002,-155.4178314,33.26,1.81,md,50,143,0.03222,0.13,hv,hv71371847,2020-02-06T04:25:28.760Z,"6km E of Pahala, Hawaii",earthquake,0.49,0.73,0.21,11,automatic,hv,hv
2020-02-06T04:14:29.540Z,34.1006667,-116.7636667,9.76,0.85,ml,18,70,0.07491,0.2,ci,ci39293480,2020-02-06T04:18:11.320Z,"18km WNW of Morongo Valley, CA",earthquake,0.45,0.91,0.167,16,automatic,ci,ci
2020-02-06T04:11:02.750Z,33.9725,-116.5703333,9.36,0.94,ml,24,62,0.03698,0.17,ci,ci39293472,2020-02-06T04:14:42.740Z,"6km WNW of Desert Hot Springs, CA",earthquake,0.27,0.76,0.093,20,automatic,ci,ci
2020-02-06T04:10:13.518Z,44.2425,16.0027,15.35,4,mb,,54,2.162,0.99,us,us70007jn3,2020-02-06T11:03:54.607Z,"13km ESE of Gracac, Croatia",earthquake,4,6.7,0.195,7,reviewed,us,us
2020-02-06T04:09:35.830Z,19.2028332,-155.4626617,36.14,1.89,md,47,104,0.04717,0.1,hv,hv71371837,2020-02-06T04:13:05.030Z,"1km E of Pahala, Hawaii",earthquake,0.66,0.78,0.17,5,automatic,hv,hv
2020-02-06T04:08:49.736Z,17.95,-66.8247,19.69,2.1,ml,,191,0.102,0.18,us,us70007jnf,2020-02-06T12:11:44.338Z,"4km S of Indios, Puerto Rico",earthquake,3.6,3.5,0.065,31,reviewed,us,us
2020-02-06T04:05:43.370Z,33.9906667,-116.438,7.78,1.45,ml,40,52,0.05547,0.19,ci,ci39293464,2020-02-06T04:17:00.720Z,"7km ENE of Desert Hot Springs, CA",earthquake,0.24,0.61,0.198,26,automatic,ci,ci
2020-02-06T03:56:19.460Z,41.8451667,-112.3256667,4.39,0.96,md,17,75,0.1992,0.25,uu,uu60359082,2020-02-06T17:09:43.890Z,"17km NW of Garland, Utah",earthquake,0.61,6.29,0.105,11,reviewed,uu,uu
2020-02-06T03:52:56.380Z,35.8708333,-117.6888333,6.52,0.44,ml,8,79,0.083,0.05,ci,ci39293456,2020-02-06T03:56:31.983Z,"21km ESE of Little Lake, CA",earthquake,0.21,0.73,0.058,5,automatic,ci,ci
2020-02-06T03:45:02.110Z,35.8988333,-117.6803333,8.13,1,ml,17,80,0.05467,0.13,ci,ci39293448,2020-02-06T15:20:19.276Z,"21km ESE of Little Lake, CA",earthquake,0.26,0.75,0.249,14,reviewed,ci,ci
2020-02-06T03:42:46.224Z,66.3627,-157.3859,6.4,2.4,ml,,,,0.86,ak,ak0201p8x8q6,2020-02-06T03:47:35.987Z,"64km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-06T03:36:51.770Z,35.87,-117.704,2.03,1.32,ml,25,50,0.07878,0.22,ci,ci39293440,2020-02-06T03:40:25.403Z,"20km ESE of Little Lake, CA",earthquake,0.27,0.42,0.161,22,automatic,ci,ci
2020-02-06T03:30:26.540Z,35.9031667,-117.7445,7.6,1.31,ml,19,60,0.07521,0.14,ci,ci39293432,2020-02-06T03:41:48.170Z,"15km ESE of Little Lake, CA",earthquake,0.23,0.8,0.264,20,automatic,ci,ci
2020-02-06T03:21:14.580Z,38.8016663,-122.7328339,0.75,0.15,md,6,154,0.0159,0,nc,nc73336146,2020-02-06T03:42:04.077Z,"2km SSW of Cobb, CA",earthquake,0.43,0.87,0.07,2,automatic,nc,nc
2020-02-06T03:09:11.640Z,17.8545,-66.7858,7,3.02,md,12,231,0.1525,0.21,pr,pr2020037001,2020-02-06T11:11:48.989Z,"15km SSE of Indios, Puerto Rico",earthquake,1.28,1.52,0.2,7,reviewed,pr,pr
2020-02-06T03:07:13.030Z,44.4383333,-111.027,5.51,1.12,ml,9,126,0.1375,0.28,uu,uu60359077,2020-02-06T17:03:32.030Z,"15km W of Old Faithful Geyser, Wyoming",earthquake,1.31,14.91,0.203,2,reviewed,uu,uu
2020-02-06T03:04:48.570Z,44.4495,-110.9566667,12.8,1.31,ml,9,190,0.08656,0.21,uu,uu60359072,2020-02-06T16:53:14.280Z,"10km W of Old Faithful Geyser, Wyoming",earthquake,1.29,2.09,0.111,2,reviewed,uu,uu
2020-02-06T03:02:06.890Z,19.2111664,-155.4091644,31.18,1.98,md,35,155,0.02842,0.15,hv,hv71371797,2020-02-06T03:05:28.750Z,"7km E of Pahala, Hawaii",earthquake,0.72,1.21,0.14,10,automatic,hv,hv
2020-02-06T02:43:36.708Z,60.1664,-152.5936,79.6,1.6,ml,,,,0.54,ak,ak0201p8c03r,2020-02-06T02:52:46.063Z,"36km SSE of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-06T02:34:07.950Z,62.5117,-151.1476,88.2,1.7,ml,,,,0.34,ak,ak0201p8a0ga,2020-02-06T02:38:42.353Z,"57km WNW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-02-06T02:32:18.050Z,38.8373337,-122.8276672,1.43,0.59,md,17,88,0.006234,0.02,nc,nc73336131,2020-02-06T02:47:02.752Z,"9km NW of The Geysers, CA",earthquake,0.23,0.5,0.02,3,automatic,nc,nc
2020-02-06T02:29:23.325Z,61.2091,-150.5788,37.6,2.1,ml,,,,0.52,ak,ak0201p88z18,2020-02-06T02:38:41.837Z,"36km W of Anchorage, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-02-06T02:17:05.390Z,35.3641667,-117.8196667,4.53,0.89,ml,12,105,0.09887,0.14,ci,ci39293408,2020-02-06T02:20:45.173Z,"17km W of Johannesburg, CA",earthquake,0.35,0.94,0.225,11,automatic,ci,ci
2020-02-06T02:04:12.700Z,37.5888333,-118.8186667,9.48,0.37,md,6,288,0.00838,0.02,nc,nc73336121,2020-02-06T02:52:02.782Z,"13km WNW of Toms Place, CA",earthquake,1.52,1.63,0.24,6,reviewed,nc,nc
2020-02-06T02:00:05.780Z,38.8233337,-122.8108368,2.5,0.79,md,13,47,0.000599,0.02,nc,nc73336116,2020-02-06T02:14:02.550Z,"7km NW of The Geysers, CA",earthquake,0.31,0.98,0.09,3,automatic,nc,nc
2020-02-06T01:58:43.840Z,19.1968327,-155.4855042,32.03,1.83,md,40,76,0.04676,0.09,hv,hv71371682,2020-02-06T02:01:48.750Z,"1km SSW of Pahala, Hawaii",earthquake,0.66,1.09,0.02,5,automatic,hv,hv
2020-02-06T01:39:45.592Z,64.43,-148.8506,15.8,1.3,ml,,,,0.48,ak,ak0201p7pqbj,2020-02-06T01:42:48.785Z,"20km SE of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-06T01:39:18.930Z,33.3336667,-116.8753333,11.87,0.88,ml,27,73,0.02255,0.22,ci,ci39293368,2020-02-06T01:43:11.361Z,"3km SSW of Palomar Observatory, CA",earthquake,0.32,0.81,0.149,16,automatic,ci,ci
2020-02-06T01:37:03.108Z,35.37815094,-96.49015045,2.097026587,2.19,ml,33,108.0860367,0.1037365496,0.7630609691,ok,ok2020cnxi,2020-02-06T01:40:39.971Z,"12km S of Boley, Oklahoma",earthquake,2.524963323,1.799347586,,25,automatic,ok,ok
2020-02-06T01:27:21.220Z,38.8296661,-122.786499,-0.65,0.77,md,8,130,0.01298,0.03,nc,nc73336111,2020-02-06T01:43:02.364Z,"6km W of Cobb, CA",earthquake,0.54,1.56,0.11,3,automatic,nc,nc
2020-02-06T01:20:19.650Z,19.2196674,-155.4255066,31.78,2.01,md,44,133,0.03186,0.12,hv,hv71371597,2020-02-06T01:23:32.480Z,"5km ENE of Pahala, Hawaii",earthquake,0.61,0.78,0.07,10,automatic,hv,hv
2020-02-06T01:19:45.350Z,33.0323333,-116.54,12.99,0.96,ml,23,62,0.06848,0.23,ci,ci39293344,2020-02-06T01:23:25.724Z,"8km SE of Julian, CA",earthquake,0.45,0.81,0.17,10,automatic,ci,ci
2020-02-06T01:15:22.790Z,19.4553337,-155.6091614,-0.43,2.02,ml,10,140,0.006994,0.1,hv,hv71371582,2020-02-06T01:21:15.840Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.38,0.31,3.79,6,automatic,hv,hv
2020-02-06T01:15:07.120Z,18.9955006,-155.3744965,28.06,2.81,ml,13,275,0.3363,0.38,hv,hv71371577,2020-02-06T05:23:49.467Z,"25km SSE of Pahala, Hawaii",earthquake,2.78,5.41,3.8,6,automatic,hv,hv
2020-02-06T01:11:40.170Z,38.7876663,-122.769165,1.23,1.31,md,22,83,0.0149,0.04,nc,nc73336106,2020-02-06T03:17:02.935Z,"2km NW of The Geysers, CA",earthquake,0.23,0.36,0.14,7,automatic,nc,nc
2020-02-06T01:06:58.677Z,62.3758,-150.7216,67.4,2,ml,,,,0.57,ak,ak0201p7iopo,2020-02-06T01:11:52.010Z,"32km W of Talkeetna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-02-06T00:59:06.290Z,19.2103329,-155.4688263,33.84,1.87,md,40,148,0.04737,0.13,hv,hv71371547,2020-02-06T01:02:22.260Z,"1km ENE of Pahala, Hawaii",earthquake,0.64,0.85,0.01,3,automatic,hv,hv
2020-02-06T00:55:18.131Z,61.3853,-150.0943,34,1.5,ml,,,,0.65,ak,ak0201p77o1y,2020-02-06T01:00:48.796Z,"16km SSW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-06T00:53:53.162Z,63.2587,-151.0654,3.1,1.4,ml,,,,0.37,ak,ak0201p77bbl,2020-02-06T01:07:00.350Z,"106km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-06T00:51:19.410Z,37.6338333,-118.8403333,2.33,1.39,md,17,96,0.004979,0.05,nc,nc73336096,2020-02-06T17:23:03.082Z,"12km E of Mammoth Lakes, CA",earthquake,0.32,0.44,0.352,14,reviewed,nc,nc
2020-02-06T00:46:45.160Z,19.2201672,-155.3898315,34.92,1.86,md,40,233,0.01871,0.13,hv,hv71371527,2020-02-06T00:49:54.180Z,"9km E of Pahala, Hawaii",earthquake,1,1.01,0.01,3,automatic,hv,hv
2020-02-06T00:40:59.710Z,33.1828333,-116.4188333,14.06,0.94,ml,32,58,0.08515,0.21,ci,ci39293280,2020-02-06T17:18:39.130Z,"9km SSW of Borrego Springs, CA",earthquake,0.26,0.6,0.206,12,reviewed,ci,ci
2020-02-06T00:38:54.800Z,17.8881,-66.8775,7,2.31,md,9,227,0.087,0.27,pr,pr2020037000,2020-02-06T00:51:33.640Z,"9km SSE of Guanica, Puerto Rico",earthquake,1.24,0.66,0.24,6,reviewed,pr,pr
2020-02-06T00:34:54.870Z,35.0418333,-117.6741667,0.26,1.33,ml,21,74,0.1087,0.25,ci,ci39293272,2020-02-06T00:38:56.394Z,"5km NNW of Boron, CA",quarry blast,0.64,31.61,0.089,24,automatic,ci,ci
2020-02-06T00:20:23.260Z,35.8688333,-117.6755,4.37,0.79,ml,12,88,0.08149,0.18,ci,ci39293264,2020-02-06T00:23:54.763Z,"22km ESE of Little Lake, CA",earthquake,0.36,1.04,0.114,12,automatic,ci,ci
2020-02-06T00:19:25.018Z,63.9691,-148.7567,109.5,2.3,ml,,,,0.47,ak,ak0201p6zz6u,2020-02-06T00:29:11.614Z,"16km NE of Healy, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-06T00:18:34.280Z,32.9473333,-116.0423333,10,1.14,ml,16,103,0.08618,0.19,ci,ci39293256,2020-02-06T00:22:18.753Z,"23km SSE of Ocotillo Wells, CA",earthquake,0.45,1.25,0.122,13,automatic,ci,ci
2020-02-06T00:15:38.850Z,38.8613319,-122.8141632,2.57,0.79,md,19,107,0.009789,0.02,nc,nc73336091,2020-02-06T00:37:02.945Z,"9km WNW of Cobb, CA",earthquake,0.29,0.62,0.11,3,automatic,nc,nc
2020-02-06T00:15:14.751Z,64.9955,-147.4878,0,1.6,ml,,,,1,ak,ak0201p6z35j,2020-02-06T00:29:11.139Z,"20km NNE of Fairbanks, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-06T00:05:45.890Z,38.7361679,-122.7076645,-0.59,1.27,md,13,174,0.03263,0.1,nc,nc73336086,2020-02-06T02:25:03.919Z,"4km SSW of Anderson Springs, CA",earthquake,0.51,1.23,0.09,8,automatic,nc,nc
2020-02-06T00:03:48.040Z,39.465168,-123.7376633,3.21,1.65,md,8,153,0.1509,0.02,nc,nc73336081,2020-02-06T01:59:02.476Z,"6km ENE of Fort Bragg, CA",earthquake,0.55,2.31,0.09,4,automatic,nc,nc
2020-02-05T23:50:37.770Z,37.3623333,-121.7248333,5.71,0.91,md,13,129,0.03663,0.04,nc,nc73336076,2020-02-06T02:58:02.827Z,"9km E of Alum Rock, CA",earthquake,0.3,0.52,0.25,12,reviewed,nc,nc
2020-02-05T23:41:13.960Z,17.8965,-66.9521,5,2.25,md,10,241,0.1072,0.16,pr,pr2020036049,2020-02-06T07:43:50.254Z,"9km SSW of Guanica, Puerto Rico",earthquake,0.97,0.45,0.07,3,reviewed,pr,pr
2020-02-05T23:39:41.384Z,66.3934,-157.2694,35.9,2.7,ml,,,,0.81,ak,ak0201nx9wj5,2020-02-06T00:29:21.040Z,"66km SSW of Kobuk, Alaska",earthquake,,20.4,,,automatic,ak,ak
2020-02-05T23:35:07.577Z,51.1166,-176.0974,41.15,4.1,mb,,203,0.85,0.66,us,us70007jjv,2020-02-06T01:25:04.794Z,"93km SSE of Adak, Alaska",earthquake,5.9,9.8,0.103,26,reviewed,us,us
2020-02-05T23:32:01.680Z,51.8465,-177.7636667,3.75,1.66,ml,8,150,0.04517,0.06,av,av62132446,2020-02-06T01:42:22.940Z,"26km E of Tanaga Volcano, Alaska",earthquake,0.67,0.41,0.353,8,reviewed,av,av
2020-02-05T23:30:05.980Z,35.9641685,-120.7161636,7.15,1.76,md,11,227,0.1109,0.08,nc,nc73336061,2020-02-06T01:36:03.319Z,"14km NE of Bradley, CA",earthquake,1.16,1.82,0.7,2,automatic,nc,nc
2020-02-05T23:24:23.480Z,38.8359985,-122.7873306,1.85,0.97,md,18,73,0.003366,0.02,nc,nc73336056,2020-02-05T23:40:04.591Z,"6km WNW of Cobb, CA",earthquake,0.25,0.38,0.08,4,automatic,nc,nc
2020-02-05T23:23:34.210Z,19.4204998,-155.2618408,-0.09,2.82,ml,49,37,0.002663,0.16,hv,hv71371427,2020-02-06T00:42:02.853Z,"5km SW of Volcano, Hawaii",earthquake,0.21,0.11,2.89,31,automatic,hv,hv
2020-02-05T23:21:35.820Z,35.7438333,-117.5781667,5.17,1.02,ml,13,98,0.07346,0.12,ci,ci39293240,2020-02-05T23:25:24.383Z,"16km W of Searles Valley, CA",earthquake,0.28,0.53,0.197,13,automatic,ci,ci
2020-02-05T23:17:59.211Z,18.5451,145.7093,199,4.5,mb,,144,3.286,1.24,us,us70007jjq,2020-02-05T23:42:03.040Z,"24km S of Agrihan, Northern Mariana Islands",earthquake,12.3,8.3,0.078,48,reviewed,us,us
2020-02-05T23:13:25.454Z,17.8165,-66.8635,10,2.8,ml,,217,0.228,0.53,us,us70007jjk,2020-02-06T07:16:20.397Z,"17km SSE of Guanica, Puerto Rico",earthquake,1.3,2,0.065,31,reviewed,us,us
2020-02-05T23:12:26.360Z,35.919,-117.708,3.87,0.51,ml,7,105,0.05494,0.09,ci,ci39293224,2020-02-05T23:16:14.993Z,"18km E of Little Lake, CA",earthquake,0.26,1.03,0.112,7,automatic,ci,ci
2020-02-05T23:11:50.140Z,17.8256,-66.8755,7,2.9,md,12,242,0.1495,0.13,pr,pr2020036048,2020-02-06T07:14:30.962Z,"19km SSE of Guanica, Puerto Rico",earthquake,0.75,1.1,0.29,7,reviewed,pr,pr
2020-02-05T23:11:48.750Z,38.7518349,-122.7210007,1.72,1.69,md,21,187,0.02355,0.05,nc,nc73336051,2020-02-06T00:57:06.080Z,"4km SW of Anderson Springs, CA",earthquake,0.36,0.56,0.1,8,automatic,nc,nc
2020-02-05T23:11:29.970Z,38.7481651,-122.7211685,1.75,1.19,md,13,167,0.02631,0.04,nc,nc73336046,2020-02-06T00:32:02.913Z,"4km SW of Anderson Springs, CA",earthquake,0.36,0.85,0.06,6,automatic,nc,nc
2020-02-05T23:05:09.540Z,19.2038326,-155.4248352,32.35,1.98,md,38,144,0.0423,0.13,hv,hv71371407,2020-02-05T23:08:23.620Z,"5km E of Pahala, Hawaii",earthquake,0.69,1.13,0.04,3,automatic,hv,hv
2020-02-05T22:58:28.490Z,35.7185,-117.5603333,3.4,1.9,ml,27,57,0.1016,0.17,ci,ci39293208,2020-02-06T13:48:33.640Z,"15km NE of Ridgecrest, CA",earthquake,0.24,0.88,0.141,26,reviewed,ci,ci
2020-02-05T22:54:10.430Z,19.1604996,-155.4538269,35.56,2.06,md,47,169,0.009329,0.12,hv,hv71371387,2020-02-05T22:57:37.640Z,"5km SSE of Pahala, Hawaii",earthquake,0.7,0.94,0.16,22,automatic,hv,hv
2020-02-05T22:51:43.650Z,38.8219986,-122.7910004,0.61,0.76,md,13,51,0.01188,0.01,nc,nc73336036,2020-02-05T23:02:02.936Z,"6km NNW of The Geysers, CA",earthquake,0.21,0.46,0.12,3,automatic,nc,nc
2020-02-05T22:44:32.860Z,38.786499,-122.7346649,1.79,0.35,md,12,98,0.003633,0.02,nc,nc73336031,2020-02-05T23:52:02.673Z,"2km ENE of The Geysers, CA",earthquake,0.32,0.47,0.24,2,automatic,nc,nc
2020-02-05T22:44:01.650Z,19.2280006,-155.4228363,32.22,2.22,ml,48,130,0.02574,0.13,hv,hv71371372,2020-02-05T22:49:36.490Z,"6km ENE of Pahala, Hawaii",earthquake,0.55,0.72,2.42,14,automatic,hv,hv
2020-02-05T22:42:43.380Z,19.2269993,-155.4251709,32.37,2.3,ml,50,129,0.02816,0.13,hv,hv71371367,2020-02-05T22:48:26.620Z,"6km ENE of Pahala, Hawaii",earthquake,0.51,0.82,0.12,3,automatic,hv,hv
2020-02-05T22:31:04.220Z,37.5713333,-118.8408333,0.18,0.82,md,15,253,0.02086,0.04,nc,nc73336026,2020-02-06T00:42:02.976Z,"14km ESE of Mammoth Lakes, CA",earthquake,0.78,0.29,0.244,14,reviewed,nc,nc
2020-02-05T22:26:22.900Z,17.947,-66.8178,12,2.57,md,12,208,0.0675,0.21,pr,pr2020036047,2020-02-05T22:48:27.239Z,"5km S of Indios, Puerto Rico",earthquake,0.96,0.45,0.39,7,reviewed,pr,pr
2020-02-05T22:22:47.020Z,38.7896652,-122.7689972,1.16,0.43,md,9,96,0.01313,0.02,nc,nc73336021,2020-02-05T22:35:02.774Z,"2km NW of The Geysers, CA",earthquake,0.33,0.8,0.15,2,automatic,nc,nc
2020-02-05T22:21:39.940Z,35.0943333,-116.9693333,5.06,1.34,ml,9,91,0.2197,0.16,ci,ci39293184,2020-02-05T22:49:01.307Z,"22km NNE of Barstow, CA",earthquake,0.33,2.01,0.395,4,reviewed,ci,ci
2020-02-05T22:17:07.526Z,62.9246,-151.1455,92.1,1.9,ml,,,,0.55,ak,ak0201nwjp2b,2020-02-05T22:24:55.211Z,"85km NW of Talkeetna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-02-05T22:10:38.360Z,35.3656667,-117.8265,3.63,1.22,ml,22,41,0.09929,0.21,ci,ci39293160,2020-02-05T22:14:24.610Z,"17km W of Johannesburg, CA",earthquake,0.36,1.37,0.17,24,automatic,ci,ci
2020-02-05T22:00:50.090Z,17.8903,-66.8555,12,2.61,md,12,236,0.088,0.14,pr,pr2020036046,2020-02-05T22:15:44.223Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.79,0.44,0.31,7,reviewed,pr,pr
2020-02-05T21:53:17.323Z,63.1054,-150.77,112,2.3,ml,,,,0.41,ak,ak0201nw5zsd,2020-02-05T22:05:50.544Z,"93km NNW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-02-05T21:39:59.540Z,35.3345,-117.7671667,6.93,0.49,ml,8,144,0.09283,0.1,ci,ci39293136,2020-02-05T23:30:41.571Z,"13km WSW of Johannesburg, CA",earthquake,0.37,1.35,0.192,4,reviewed,ci,ci
2020-02-05T21:31:05.440Z,19.2185001,-155.4146729,33.09,2.23,ml,51,140,0.02491,0.12,hv,hv71371212,2020-02-05T21:36:42.010Z,"7km ENE of Pahala, Hawaii",earthquake,0.54,0.74,0.26,4,automatic,hv,hv
2020-02-05T21:30:48.420Z,38.7879982,-122.7768326,-0.01,0.58,md,13,98,0.01009,0.06,nc,nc73335996,2020-02-05T21:40:04.357Z,"2km NW of The Geysers, CA",earthquake,0.28,0.55,0.13,4,automatic,nc,nc
